VA Station Number,Services,Satisfaction,Wait Times
vha_438GC,"['Audiology', 'Cardiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8999999761581421, 'primary_care_routine': 0.9399999976158142}","[{'service': 'Audiology', 'new': 55.918367, 'established': 83.714285}, {'service': 'Cardiology', 'new': 0.0, 'established': 0.0}, {'service': 'Dermatology', 'new': 4.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 6.0, 'established': 2.982142}, {'service': 'Optometry', 'new': 8.756756, 'established': 3.272727}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 27.705882, 'established': 4.378431}, {'service': 'SpecialtyCare', 'new': 30.3211, 'established': 28.70238}]"
vha_438GD,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9900000095367432},"[{'service': 'Dermatology', 'new': 5.666666, 'established': 13.833333}, {'service': 'Gastroenterology', 'new': None, 'established': 0.5}, {'service': 'MentalHealthCare', 'new': 6.0, 'established': 0.525}, {'service': 'PrimaryCare', 'new': 30.25, 'established': 3.938888}, {'service': 'SpecialtyCare', 'new': 5.111111, 'established': 11.857142}]"
vha_438GE,"['PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.9800000190734863},"[{'service': 'PrimaryCare', 'new': None, 'established': 14.385714}, {'service': 'SpecialtyCare', 'new': None, 'established': 81.0}]"
vha_438GF,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.9900000095367432}","[{'service': 'Audiology', 'new': 24.75, 'established': 0.2}, {'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.5}, {'service': 'Orthopedics', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 8.2, 'established': 2.238866}, {'service': 'SpecialtyCare', 'new': 22.242105, 'established': 4.576271}]"
vha_442,"['Audiology', 'Cardiology', 'DentalServices', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.8399999737739563, 'specialty_care_urgent': 0.75}","[{'service': 'Audiology', 'new': 50.575342, 'established': 30.524861}, {'service': 'Cardiology', 'new': 13.68421, 'established': 3.4}, {'service': 'Gastroenterology', 'new': 6.375, 'established': 35.875}, {'service': 'Gynecology', 'new': None, 'established': 8.034482}, {'service': 'MentalHealthCare', 'new': 7.094339, 'established': 3.52985}, {'service': 'Ophthalmology', 'new': 35.5, 'established': 15.149122}, {'service': 'Optometry', 'new': 23.388888, 'established': 57.905844}, {'service': 'Orthopedics', 'new': 35.760563, 'established': 20.520467}, {'service': 'PrimaryCare', 'new': 18.28, 'established': 16.079081}, {'service': 'SpecialtyCare', 'new': 27.138314, 'established': 18.858394}, {'service': 'Urology', 'new': 8.25, 'established': 29.6}, {'service': 'WomensHealth', 'new': None, 'established': 8.034482}]"
vha_442GB,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.8700000047683716},"[{'service': 'Audiology', 'new': 17.5, 'established': 12.761904}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 2.0, 'established': 14.074766}, {'service': 'SpecialtyCare', 'new': 17.5, 'established': 12.227272}]"
vha_442GC,"['Audiology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.47999998927116394, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Audiology', 'new': 11.804878, 'established': 7.706521}, {'service': 'MentalHealthCare', 'new': 5.538461, 'established': 3.703125}, {'service': 'Orthopedics', 'new': 21.125, 'established': 7.307692}, {'service': 'PrimaryCare', 'new': 12.6, 'established': 9.448412}, {'service': 'SpecialtyCare', 'new': 16.66279, 'established': 7.444444}]"
vha_442GD,"['Audiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.6899999976158142, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 46.482758, 'established': 17.527472}, {'service': 'Dermatology', 'new': 4.0, 'established': None}, {'service': 'Gynecology', 'new': None, 'established': 17.4}, {'service': 'MentalHealthCare', 'new': 16.5, 'established': 1.756756}, {'service': 'Ophthalmology', 'new': 14.0, 'established': 43.02439}, {'service': 'Optometry', 'new': 15.195121, 'established': 52.788944}, {'service': 'PrimaryCare', 'new': 8.551724, 'established': 11.607655}, {'service': 'SpecialtyCare', 'new': 27.827777, 'established': 32.525602}, {'service': 'WomensHealth', 'new': None, 'established': 17.4}]"
vha_442HK,[],{},[]
vha_442QA,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 8.0, 'established': 3.5}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 57.0}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 3.181818}, {'service': 'SpecialtyCare', 'new': 17.5, 'established': 3.5}]"
vha_442QB,[],{},[]
vha_442QD,[],{},[]
vha_442QE,"['MentalHealthCare', 'PrimaryCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 6.666666, 'established': 9.958333}]"
vha_459,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.6800000071525574, 'primary_care_routine': 0.7799999713897705, 'specialty_care_urgent': 0.8899999856948853}","[{'service': 'Audiology', 'new': 18.0, 'established': 26.622222}, {'service': 'Cardiology', 'new': 9.666666, 'established': 19.974358}, {'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'Gastroenterology', 'new': 6.6, 'established': 0.0}, {'service': 'Gynecology', 'new': 6.0, 'established': 3.64}, {'service': 'MentalHealthCare', 'new': 12.372093, 'established': 0.543557}, {'service': 'Optometry', 'new': 0.8, 'established': 31.125}, {'service': 'Orthopedics', 'new': 5.25, 'established': 6.857142}, {'service': 'PrimaryCare', 'new': 2.74468, 'established': 1.292631}, {'service': 'SpecialtyCare', 'new': 5.688442, 'established': 12.060279}, {'service': 'WomensHealth', 'new': 6.0, 'established': 3.64}]"
vha_459GA,"['MentalHealthCare', 'Nutrition', 'PrimaryCare']","{'primary_care_urgent': 0.7099999785423279, 'primary_care_routine': 0.9100000262260437}","[{'service': 'MentalHealthCare', 'new': 5.166666, 'established': 2.012722}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 3.020618}]"
vha_459GB,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7699999809265137, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Dermatology', 'new': 11.0, 'established': None}, {'service': 'Gastroenterology', 'new': 16.875, 'established': 16.0}, {'service': 'MentalHealthCare', 'new': 17.571428, 'established': 3.848648}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 4.118012}, {'service': 'SpecialtyCare', 'new': 16.407407, 'established': 10.68421}]"
vha_459GC,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'Gastroenterology', 'new': 14.714285, 'established': 25.0}, {'service': 'MentalHealthCare', 'new': 3.4, 'established': 5.261627}, {'service': 'PrimaryCare', 'new': 27.5, 'established': 4.621301}, {'service': 'SpecialtyCare', 'new': 13.230769, 'established': 4.804347}]"
vha_459GD,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8899999856948853, 'primary_care_routine': 0.9599999785423279}","[{'service': 'MentalHealthCare', 'new': 4.5, 'established': 2.139664}, {'service': 'PrimaryCare', 'new': 26.333333, 'established': 5.247191}, {'service': 'SpecialtyCare', 'new': 11.2, 'established': 4.555555}]"
vha_459GE,"['MentalHealthCare', 'Podiatry', 'PrimaryCare']","{'primary_care_urgent': 0.5299999713897705, 'primary_care_routine': 0.6700000166893005}","[{'service': 'MentalHealthCare', 'new': 11.142857, 'established': 3.22869}, {'service': 'PrimaryCare', 'new': 1.0, 'established': 0.365853}]"
vha_459GF,"['Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{},"[{'service': 'Dermatology', 'new': 1.0, 'established': 9.0}, {'service': 'Gastroenterology', 'new': 15.0, 'established': 1.75}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.36}, {'service': 'PrimaryCare', 'new': 3.0, 'established': 0.20603}, {'service': 'SpecialtyCare', 'new': 5.76923, 'established': 3.138888}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_459GG,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.8799999952316284, 'primary_care_routine': 0.8999999761581421}","[{'service': 'MentalHealthCare', 'new': 10.0, 'established': 4.751756}, {'service': 'PrimaryCare', 'new': 14.0, 'established': 2.736263}]"
vha_459GH,"['MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': 16.0, 'established': 0.935483}, {'service': 'PrimaryCare', 'new': 10.75, 'established': 0.0}, {'service': 'SpecialtyCare', 'new': None, 'established': 41.6}]"
vha_459QA,[],{},[]
vha_459QB,"['MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 7.666666, 'established': 4.941176}, {'service': 'SpecialtyCare', 'new': None, 'established': 0.0}]"
vha_460,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.75, 'primary_care_routine': 0.9300000071525574, 'specialty_care_urgent': 0.8899999856948853, 'specialty_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 40.930232, 'established': 14.247311}, {'service': 'Cardiology', 'new': 26.916666, 'established': 12.978723}, {'service': 'Dermatology', 'new': 10.657142, 'established': 15.744094}, {'service': 'Gastroenterology', 'new': None, 'established': 0.0}, {'service': 'Gynecology', 'new': 19.25, 'established': 7.361111}, {'service': 'MentalHealthCare', 'new': 5.4, 'established': 1.555259}, {'service': 'Ophthalmology', 'new': 11.714285, 'established': 5.230379}, {'service': 'Optometry', 'new': 7.53125, 'established': 15.682666}, {'service': 'Orthopedics', 'new': 49.441176, 'established': 10.444444}, {'service': 'PrimaryCare', 'new': 8.530612, 'established': 5.963515}, {'service': 'SpecialtyCare', 'new': 24.508032, 'established': 13.981978}, {'service': 'Urology', 'new': 26.789473, 'established': 8.378995}, {'service': 'WomensHealth', 'new': 14.0, 'established': 7.5}]"
vha_460GA,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7400000095367432, 'primary_care_routine': 0.9200000166893005}","[{'service': 'Audiology', 'new': 28.75, 'established': 5.6}, {'service': 'Dermatology', 'new': 0.444444, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 2.588571}, {'service': 'PrimaryCare', 'new': 3.5, 'established': 3.442724}, {'service': 'SpecialtyCare', 'new': 8.1, 'established': 8.263157}]"
vha_460GC,"['Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.6299999952316284, 'primary_care_routine': 0.8199999928474426}","[{'service': 'Dermatology', 'new': 0.5, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 4.815789}, {'service': 'PrimaryCare', 'new': 10.2, 'established': 3.337662}, {'service': 'SpecialtyCare', 'new': 0.5, 'established': 26.631578}]"
vha_460GD,"['MentalHealthCare', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.9599999785423279, 'primary_care_routine': 0.9800000190734863}","[{'service': 'MentalHealthCare', 'new': None, 'established': 3.551724}, {'service': 'Optometry', 'new': 0.0, 'established': 27.222222}, {'service': 'PrimaryCare', 'new': 13.0, 'established': 0.36}, {'service': 'SpecialtyCare', 'new': 0.0, 'established': 21.583333}]"
vha_460HE,"['Dermatology', 'MentalHealthCare', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.5899999737739563, 'primary_care_routine': 0.949999988079071}","[{'service': 'Dermatology', 'new': 5.25, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': None, 'established': 4.3125}, {'service': 'Optometry', 'new': 49.0, 'established': 2.746031}, {'service': 'PrimaryCare', 'new': 6.6, 'established': 1.868181}, {'service': 'SpecialtyCare', 'new': 29.583333, 'established': 2.686567}]"
vha_460HG,"['Audiology', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8500000238418579, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 36.023809, 'established': 10.815217}, {'service': 'Dermatology', 'new': 0.0, 'established': None}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 1.552083}, {'service': 'Optometry', 'new': 3.333333, 'established': 11.523809}, {'service': 'PrimaryCare', 'new': 7.5, 'established': 1.849315}, {'service': 'SpecialtyCare', 'new': 31.50909, 'established': 9.964285}]"
vha_460HK,[],{},[]
vha_463,"['Audiology', 'DentalServices', 'Dermatology', 'MentalHealthCare', 'Nutrition', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8500000238418579, 'primary_care_routine': 0.8899999856948853, 'specialty_care_urgent': 0.6499999761581421}","[{'service': 'Audiology', 'new': 10.806451, 'established': 4.597633}, {'service': 'Dermatology', 'new': 4.92, 'established': 2.789473}, {'service': 'MentalHealthCare', 'new': 6.106382, 'established': 6.393194}, {'service': 'PrimaryCare', 'new': 13.092307, 'established': 2.131147}, {'service': 'SpecialtyCare', 'new': 11.034801999999999, 'established': 14.43287}]"
vha_463GA,"['MentalHealthCare', 'Podiatry', 'PrimaryCare']","{'primary_care_urgent': 0.7099999785423279, 'primary_care_routine': 0.8500000238418579}","[{'service': 'MentalHealthCare', 'new': 3.428571, 'established': 0.233333}, {'service': 'PrimaryCare', 'new': 13.615384, 'established': 1.901315}]"
vha_463GB,"['MentalHealthCare', 'Podiatry', 'PrimaryCare']","{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.9599999785423279}","[{'service': 'MentalHealthCare', 'new': 7.333333, 'established': 7.369047}, {'service': 'PrimaryCare', 'new': 27.3, 'established': 12.255924}]"
vha_463GC,"['MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7099999785423279, 'primary_care_routine': 0.8899999856948853}","[{'service': 'MentalHealthCare', 'new': 8.75, 'established': 3.882352}, {'service': 'PrimaryCare', 'new': 5.791666, 'established': 2.838268}, {'service': 'SpecialtyCare', 'new': 96.444444, 'established': 0.0}]"
vha_463GD,[],{},[]
vha_463GE,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 1.0},"[{'service': 'Audiology', 'new': 34.0, 'established': 7.666666}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 8.666666, 'established': 0.820754}, {'service': 'SpecialtyCare', 'new': 34.0, 'established': 7.666666}]"
vha_463QA,[],{},[]
vha_501,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.6200000047683716, 'primary_care_routine': 0.8799999952316284, 'specialty_care_urgent': 0.7799999713897705}","[{'service': 'Audiology', 'new': 88.223463, 'established': 40.751798}, {'service': 'Cardiology', 'new': 15.36, 'established': 10.040983}, {'service': 'Dermatology', 'new': 17.712643, 'established': 48.405825}, {'service': 'Gastroenterology', 'new': 47.368421, 'established': 14.217391}, {'service': 'Gynecology', 'new': 9.090909, 'established': 15.269607}, {'service': 'MentalHealthCare', 'new': 7.067796, 'established': 4.072261}, {'service': 'Ophthalmology', 'new': 37.25, 'established': 13.203252}, {'service': 'Optometry', 'new': 32.437246, 'established': 26.596534}, {'service': 'Orthopedics', 'new': 21.5, 'established': 37.550761}, {'service': 'PrimaryCare', 'new': 14.745454, 'established': 9.097771}, {'service': 'SpecialtyCare', 'new': 35.058289, 'established': 23.529344}, {'service': 'Urology', 'new': 27.078431, 'established': 9.101538}, {'service': 'WomensHealth', 'new': 9.0, 'established': 15.487562}]"
vha_501G2,['PrimaryCare'],"{'primary_care_urgent': 0.8299999833106995, 'primary_care_routine': 0.9200000166893005}","[{'service': 'PrimaryCare', 'new': 19.5, 'established': 0.5}]"
vha_501GA,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.8199999928474426, 'primary_care_routine': 0.8799999952316284}","[{'service': 'MentalHealthCare', 'new': 3.0, 'established': 2.777777}, {'service': 'PrimaryCare', 'new': 37.5, 'established': 3.543689}]"
vha_501GB,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.8700000047683716, 'primary_care_routine': 0.9200000166893005}","[{'service': 'MentalHealthCare', 'new': 38.0, 'established': 11.4}, {'service': 'PrimaryCare', 'new': None, 'established': 4.844444}]"
